story_id,story_title,story_content,grade_level
1c635eb5-cbdb-4662-b9d5-cf51cdf96976,The War At Home,"If the United States was going to fight in World War One, it would need a large army. So Woodrow Wilson's government decided to institute a draft. The draft meant that young men were required to register with the federal government. And then, because it needed millions of young men for the war, the government drafted into the armed forces many of these young men. With the United States at war, President Wilson created a new government organization, the Committee on Public Information (CPI). Led by George Creel, the CPI set out to present Americans with information about how they could contribute to America's war effort. Creel and those who worked with him recruited thousands of ""Four Minute Men,"" who gave short, four minute speeches in support of America's war effort. ""Four Minute Men"" spoke across America on street corners, in movie theaters, in churches, and in other places where people gathered. The CPI also distributed posters in support of America's war effort to be displayed in stores, banks, and post offices. There were posters of all sorts. One poster, appealing to young men, read, ""Uncle Sam Wants You to Join the Army."" Another poster portrayed a German soldier as a giant, vicious, bloodthirsty ape on the attack. Via these short speeches and posters, as well as movies and pamphlets and other ways, the United States government undertook an active propaganda campaign to build support and enthusiasm for America's involvement in the war. Along with the efforts of the CPI, the American songwriter George Cohan sought to inspire excitement and support for America's war effort. In 1917, the year the United States entered World War One, Cohan wrote a song he titled ""Over There."" By ""over there,"" he meant in Europe. It was a patriotic and popular song, though its critics said that it glorified war. The song sought to inspire young American men to join the US. Army and fight against the Germans. The song's chorus, in which ""the Yanks"" referred to American soldiers, went as follows: Over there, over there, Send the word, send the word over there That the Yanks are coming, The Yanks are coming The drums rum tumming Everywhere. So prepare, say a prayer, Send the word, send the word to beware. We'll be over, we're coming over, And we won't come back till it's over, Over there. Large numbers of men left their jobs to serve in the United States armed forces. At the same time, many women stepped up to work in war industries. They assembled bombs and built airplanes and ships. Women made bandages, sold war bonds, served as trolley car conductors, worked as office clerks, and much more. W. E. B. Du Bois, the African American civil rights leader, urged Black people to serve in the military: ""Let us, while this war lasts . . . close our ranks, shoulder to shoulder with our own white fellow citizens and the allied nations that are fighting for democracy."" Thousands of African Americans served in the United States armed forces in France during the war, though they were required to serve in segregated Black units. Many Americans contributed in other ways, too. For example, they bought Liberty Bonds to help fund the war. If you purchased a Liberty Bond, you gave money to the US. government, and the government would pay you back with a small amount of interest after the war. Rallies large and small were held across the country to urge people to buy Liberty Bonds. Another way Americans contributed on the home front was by planting ""victory gardens."" Given the number of men away at war, there was both an agricultural labor shortage and a need to send food to troops overseas. As a result, the nation faced food shortages and rationing. Many people grew their own fruits and vegetables on small plots of land to help with these shortages and foster a shared sense of purpose by contributing to the war effort from home.",8
1603b5b6-be8a-458c-a37a-e3de2df08117,An Agrarian Society,"Most people living in the thirteen colonies were farmers. This made land ownership an important part of colonial life. How land was distributed varied across the colonial regions. In New England, groups coming to the colonies were given a plot of land to form a town. The town's leaders were responsible for laying out the town and dividing the land among its inhabitants. They also decided what land to give each individual or family. New England towns had a town center and common lands shared by all townspeople to graze their livestock. Land distribution and ownership was very different in the Southern colonies. People living in this region developed larger tracts of land to grow cash crops. Over time, indentured servants who had served out their contracts were given land. Colonists in Virginia spread westward from the coast along the James River. Yeoman farmers became the largest population in all colonial regions. A small part of the population, primarily in the Southern colonies, became large landowners who owned plantations. Enslaved workers did the bulk of the work on these large plantations. They did everything from planting and harvesting to woodwork and metalwork, in addition to carrying out domestic chores in the large plantation homes. Life for enslaved workers was extremely difficult; you'll learn more about the institution of slavery and its effects in the next chapter. Although farming was the main economic activity in the colonies, artisans played an important role in colonial society. They were found in all colonial regions, mostly in coastal towns and cities. Artisans were responsible for providing valuable goods and services, including shipbuilding, carpentry, shoemaking, baking, and silversmithing. Some colonial artisans were master craftspeople who had studied and practiced their trade for many years. To learn a trade, children as young as thirteen worked as an apprentice for a master. Apprentices were similar to indentured servants. They worked for a set number of years without earning a wage. Journeymen were former apprentices who could work for wages. Depending on the trade and their skill level, some artisans could grow very wealthy. Their goods were sold mostly to people locally but also to people in other colonies.",6
47ff07b0-e068-11ed-bfa1-7b50113f4b94,The Gadget (Chapter Two),"Mike bounced over to the wheel in the window, holding his breath in the presence of The Gadget. It was even cooler up close. Without the glass to separate him from this Holy Grail, Mike felt an electricity in the air. It seemed like The Gadget was alive. He buzzed with excitement. ""All right,"" the shopkeeper beckoned Mike to the wheel. She asked, ""Ready to spin?"" Mike nodded eagerly. He reached up high, grabbed a handle, and pushed down hard. The wheel whirred around until it finally began to slow. Mike shut his eyes tight, waiting for the result. Eventually, the wheel ticked to a stop. Carefully, he peeled one eyelid up and then another. The slice of the wheel that his spin had landed upon did not read, ""Win the Gadget,"" but rather ""Become the Gadget."" ""Huh?"" Mike said aloud. Then he noticed that he had not bothered to read any other slices of the wheel. What did it mean to become The Gadget? He turned to the shopkeeper to ask, but before a word passed through his lips, she pressed a button on The Gadget beside them. A ray of light shot out of The Gadget and covered Mike with an electric blue. The world warped around Mike. When he tried to speak, only a series of beeps came out of his mouth! Soon enough, he felt the shopkeeper lift him up and place him on a podium. He looked out onto the street where he had stood so many times admiring The Gadget. Just then, a young girl about his age walked up to the window. She pressed her nose to the glass and stared right at Mike. The Gadget next to him beeped, and all Mike could do was beep back.",4
3f26e580-ffa2-11ea-a988-d712aaef959f,What Do Pigs Do?,"Pigs like to make nests. Pigs make nests with sticks and hay. They sleep in their nests. Mother pigs make nests for their babies. Pigs can do tricks. You can ask a pig to sit. You can ask a pig to spin. If you ask a pig to say hi, it will grab your hand. Yes, pigs can do tricks. But pigs need time to learn tricks.",1
b6aa9f30-b678-11ee-980f-c9e8953bec07,Remember the Alamo (Chapter Two),"Understanding the gravity of their situation, Colonel Travis urgently dispatched messengers to seek reinforcements. His message was a stirring appeal to the values of liberty, patriotism, and the American ethos, pledging to resist until the end. Despite the call for aid, the Alamo's garrison braced for an imminent siege. Santa Anna's forces encircled the Alamo, intensifying their offensive. Amidst the relentless cannonade, an unlikely sound permeated the air, Davy Crockett playing the fiddle, a resolute attempt to buoy the spirits of his fellow defenders. Eventually, a small reinforcement of thirty two men breached enemy lines to join the defenders, bringing their total to around two hundred. In stark contrast, the Mexican army's strength had swelled to an overwhelming six thousand. Travis convened his men, presenting them with the stark reality, no further help would arrive. He offered them a choice, stay and fight or escape while they could. Legend has it that he drew a line in the sand, inviting those willing to fight to step over it. All but one chose to stay. The assault commenced before dawn, shattering the quiet with the cacophony of battle. The Texan riflemen, from their vantage points atop the walls, repelled the first two waves of the assault. But the third wave proved overwhelming. The Mexican soldiers breached the fortifications, and in a matter of moments, the battle was lost. All the defenders, including Travis, Bowie, and Crockett, perished. The fall of the Alamo came at a significant cost to Santa Anna, both in terms of manpower and time. This delay allowed other Texan forces to prepare and fortify their resolve. ""Remember the Alamo!"" became a rallying cry that galvanized the Texan army. Ultimately leading to Santa Anna's defeat and Texas' independence and ten years later Texas was annexed to the United States. Today, the saga of the Alamo is a poignant reminder of the sacrifices made in the pursuit of freedom. It honors the unwavering courage and commitment to liberty of those who stood against overwhelming odds. This narrative continues to resonate, embodying the spirit of sacrifice for freedom that has been a hallmark of American history.",6
1a7a06e0-6165-11ee-85d9-dbf246165724,The Shark (Chapter Two),"The shark has been called ""the perfect hunter."" It is perfectly adapted for a life spent searching for food. Most sharks are carnivores, which means they eat meat. These meat eating sharks catch and eat fish, including other kinds of sharks! Sharks tend to have sleek, rounded bodies that are shaped like torpedoes. This streamlined shape helps the shark slip quickly through the water. The shark's skin looks smooth and sleek, but It is not. It is, in fact, covered with small, sharp, tooth like scales. These scales make the shark's skin very tough. Sharks have a keen sense of smell, which helps them search for food. A shark can pick up smells from a quarter mile away. The shark's sense of hearing works together with its sense of touch. Its main way of hearing is something called a lateral line. This is a strip of cells that run along the sides of its body and into its head. This line picks up sound and movement. The sounds the shark hears best are at the low end of the sound range, too low for people to hear. It also picks up the slightest water movement. It is alert to any thrashing movements, signs that a fish might be hurt and easy to catch. Sharks see best in dim light, which is why they tend to hunt in early morning or at night. They also have a sixth sense. Every animal gives off a weak electric current when it is in water. Sharks have pores, or small openings, on their heads that tell them where the current is coming from. A fish may lie hidden under the sand on the sea floor, but the shark can still pick up the electric current it gives off. The shark's mouth is perfectly adapted to hunting. Its teeth are quite remarkable. It has several rows of them. Most rows are slanted toward the rear of the mouth. Each row is slightly larger than the last. When the shark bites a victim, its sharp teeth slice through the flesh. The rear teeth hold fast to the victim. It is easy to get something into a shark's mouth, but try getting it back out! The shark always has the same number of teeth. If a tooth is lost, another grows in its place. A shark may grow twenty four thousand teeth in ten years' time. The more we learn about sharks, the more amazing and remarkable they seem!",0
11d9d6a0-0d6d-11ef-8305-0bfef6fa1852,"R-controlled er, ir, ur",squirm term surf curl stir two fern sister herd skirt clerk birth return bird look first person show burn worker twirl hurt does corner fir thirst her turn murmur quirk,0
95aba000-d7fb-11ee-b5d3-45912fba8e57,The Boy Who Tried to Be the Sun,"Long ago, a woman ascended to the skies to marry the Sun. They were happy, and even more so when their son was born. However, as time passed, the woman yearned for the familiar embrace of her earthly home and believed her son should learn about the world. The Sun, understanding his wife's sadness, proposed she visit her old home. The sun extended its rays, and the woman and her son slid down to earth. Not long after their arrival, the village children mocked the young boy, claiming he was fatherless. The boy was very upset. He asked his mother for a bow and arrows. Alone, he went to the village's edge and began shooting arrows to the sky. He created a ladder made of arrows and began the long climb up to see his father. He met his father and said, ""I wish to prove that I am truly your son,"" he explained. ""Allow me to bear your torches for just one day."" The Sun hesitated. ""The smaller torches of dawn and dusk might be manageable, but the torches I use to light up noon time are heavy. They are beyond anyone else's capacity."" Despite his father's caution, the boy persisted. Eventually, the Sun agreed, on the condition that the boy would only carry the small torches. As the new day dawned, the boy, ignoring his father's request only to carry the small torches, ignited every torch. He was eager to show the onlookers below his father's power. Unable to hold on to the torches as his father had warned, the boy dropped some of the torches. This reckless act unleashed a fiery terror upon the Earth, igniting forests, veiling mountains in smoke, and transforming valleys into blistering cauldrons. Wildlife sought refuge in vain, the lakes and streams offered no respite, boiling under the relentless heat. In its attempt to hide, an ermine scorched the tip of its tail, a mark it bears to this day, while a mountain goat found sanctuary in a cave. Witnessing the chaos his son created, the Sun had to make a heartbreaking decision. With profound sorrow, he extinguished his son's fiery ambition, sending him plummeting to Earth like a meteorite. This tale serves as a sad reminder of the limits of ambition and the importance of listening to wisdom, especially when it comes from those who know us best.",6
65f3a050-6faa-11ea-b93f-0968ae0c60bd,A Battle of Manners (Part 2),"Annalisia did not want to be kidnapped by a dragon. Fortunately, good manners held the answer. ""I'm sorry,"" she replied. ""Do you have an appointment?"" ""Um, no,"" Redflame said. Annalisia checked her calendar. ""Let's meet next Friday to discuss the matter."" She wrote the time and date on a card and held it out. ""Wait,"" the dragon began. But Annalisia was marching back into the castle. ""I'm so looking forward to your next visit!,"" she called, swishing through the doorway. An idea was forming in her mind. Redflame didn't want to look ill mannered. There was plenty of time before the Dragon Ball. He flew home. On Friday, he was back. The previous visit had been a disaster. How had he allowed a princess to order him around? This time he'd kidnap her and be done with it! ""You are a bit early,"" a wobbly kneed butler said. ""The princess will be with you shortly."" Redflame snarled in fury. He considered eating the butler, but that would be bad manners indeed. He sat down and gnawed on a stone wall in frustration.",4
4ee4c900-b3f5-11ee-8a3b-add72ef11f33,William Tell,"Some kings are good and some are bad. Some are loved by people and some hurt the people. A long time ago, the Swiss people had a bad king. He was mean and unkind. He made the Swiss people bow to him. One man named Will Tell did not bow. He did not like the King. The King wanted to hurt Tell. He told Will if he wanted his son, he would have to shoot an arrow at an apple on his head. Will did not want to hurt his son. He loved his son. But he knew the king wanted to hurt his son. Will did not know what to do. The king was mad. ""Shoot an arrow or I will!"" the king yelled. Will took an arrow and shot it. He hit the apple. He saved his son. The king was mad but none of the people bowed to him. They stood up to the king. They made the king stop. Will Tell and his son saved the Swiss people from the king.",1
870a9100-2f3a-11ef-aee4-f3a5677b5cb1,Johnny Appleseed (Chapter One),"John Chapman's humble yet altruistic life rendered him a legendary figure in his own time. When news of his passing reached Washington, Sam Houston stood in Congress and declared, ""Farewell, dear eccentric heart."" ""Your labor has been a labor of love, and generations yet unborn will rise up and call you blessed."" This modest pioneer's legacy endures in the folklore of Johnny Appleseed, who devoted his life to extending kindness and friendship to all he met. There exists a wanderer, so the stories go, who roams the Ohio Valley. He appears during apple blossom season. If you rise early, just as the sun begins its ascent, you might observe smoke wafting over the orchard from his diminishing breakfast fire. Linger a while longer, and a gentle breeze will rustle through the trees. The old farmers exchange knowing glances and smile. ""Here he comes, awakening the blossoms to a new spring,"" they say. ""That's Johnny Appleseed passing by."" John Chapman was his true name. In Pittsburgh, people assert that he once tended an expansive flowering orchard back when the nation was in its infancy. Day after day, he perched on his fence, watching covered wagons lumber by, filled with pioneer families venturing westward. ""Rough lives await them, full of hardship and toil,"" he thought. ""What can I do to help?"" As he watched the wagons rumble by, an idea took root in his mind. It grew and grew until it blossomed into a plan. So he filled a bag with apple seeds and slung it over his shoulder. Then he wandered away.",5
96ed8aa0-6172-11ee-85d9-dbf246165724,A Love of Alphabet Soup,My niece loves alphabet soup. Bring your camera so you can take a photograph of the elephant at the zoo. May I have your telephone number? Telegraphs are very uncommon nowadays. Phillip and Joseph wrote a paragraph about the atmosphere.,0
c8de43e0-63a4-11ee-9148-016a1f06fd80,Snow White Stories Around the World (Chapter Seven),"The next time the woman asked the mirror her question, the answer changed. ""Only your dear daughter, who came from the heavens,"" the mirror said. Angry, the woman smashed the mirror. Day by day, the woman became more jealous. She was so jealous that she asked her servants to get rid of the child. But the servants could not bear to do that. They told her to run away. Meanwhile, the girl found a hut that belonged to a group of robbers. Her beauty charmed the leader. He adopted her and promised to stop stealing. One day, a passing servant saw the girl's star and told the girl's mother. The evil woman sent him back to the robbers' hut with a pair of poisoned slippers. When the girl put on the slippers, she fell down.",2
85e97ab0-0376-11ef-8b51-e75b0e5f06f1,Little Thumbelina (Chapter Two),"Continuing her walk, Thumbelina reached a riverbank and met a friendly fish. ""How do you do, Thumbelina?"" he asked. And soon, he offered her a sail down the river on a lily leaf. Thumbelina eagerly accepted, and they glided down the river, surrounded by singing birds and blooming flowers. After the pleasant sail, she thanked the fish, and he swam away. As she walked home, Mother Mouse invited her to visit her underground home and meet her babies. Thumbelina agreed excitedly. In Mother Mouse's cozy room, Thumbelina played with the babies and tried some dried peas. Realizing the time, she decided to head home as her mother would be worried. On her way, she heard a faint, distressed chirping. It was a little bird with a thorn in his foot. Thumbelina removed the thorn and cleaned his wound with cold water. The bird, recognizing her, revealed he knew her from hearing her mother call her from his nest nearby. Realizing how far she was from home, the bird offered her a ride back. Thumbelina hopped onto his back, and they soared through the clouds to her window. Back home, Thumbelina thanked the bird warmly and rushed to share her adventures with her mother. It had been an extraordinary day filled with kindness and new friendships. Thumbelina learned that even the smallest acts of kindness are never forgotten.",3
3e533362-211a-4ef6-a9bf-646589aabfac,The Acquisition Of Hawaii,"As differences of opinion about imperialism continued in the United States, some Americans were already busy establishing businesses and farms in Hawaii. The arrival of European explorer Captain James Cook to this Pacific archipelago in 1778 had sparked interest among other explorers and traders. An 1848 Hawaiian law allowed foreigners to own land. As a result, sugar plantations began to flourish in Hawaii. They were staffed by workers from countries such as China, Korea, Norway, Portugal, the Philippines, and Russia. Sugar exports from Hawaii became big business. Foreign planters gained considerable economic and political influence in Hawaii. In addition to business interests, more than one hundred and eighty Christian missionaries from the United States arrived on the islands between 1820 and 1863. The missionaries had a strong influence on both the religious and political practices of native Hawaiians. The United States and the Kingdom of Hawaii signed the Treaty of Reciprocity in 1875. This agreement enabled products from Hawaii to be sold in the United States without a tariff. The immediate effect of this treaty was that the number of Hawaiian sugar plantations increased from twenty in 1875 to sixty three in 1880. In 1887, with the support of the US. government, planters forced Hawaiian king Kalakaua to accept a new constitution that significantly limited his powers and established a government more favorable to American interests. In 1891, Queen Lili liuokalani came to power in Hawaii. She sought to address the growing influence of the American planters and restore power to the Hawaiian monarchy. Americans in Hawaii rebelled against these efforts in 1893 and, supported by the US. government, overthrew the Hawaiian monarchy. They established a provisional government, and Hawaii was officially annexed by the United States in 1898. However, it would take until 1959 for Hawaii to become the fiftieth American state. The annexation of Hawaii was a major milestone in American expansionism. It solidified the US. presence in the Pacific Ocean, and American businesses gained even greater control over the Hawaiian pineapple, sugar, and banana industries. However, this annexation meant that Indigenous Hawaiian people lost their sovereignty and much self governance. They faced many challenges to their cultural heritage and way of life.",8
30f54e7f-8940-4fb9-bdaa-9d453c8de46e,The Letter That Changed History: Harry Burn's Moment of Decision,"The Tennessee State Capitol buzzed with tension on August eighteen, 1920. Legislators filled the chamber. Their voices echoed off marble walls as they prepared for one of the most important votes in American history. The nation watched this single building in Nashville. The fate of women's suffrage hung in the balance. For decades, women across America had fought for the right to vote. They had marched through city streets and organized rallies. They had even gone to prison for their beliefs. The 19th Amendment would guarantee women's suffrage nationwide. It had already passed through Congress. But it needed ratification from thirty six states to become law. Thirty five states had already approved the amendment. This made Tennessee the decisive battleground. The Tennessee legislature was deadlocked. Anti suffrage forces argued that giving women the vote would destroy traditional families. Pro suffrage advocates disagreed. They said democracy demanded equal participation from all citizens. Each side had gathered their supporters. This created a standoff that seemed impossible to break. Among the legislators sat Harry T. Burn. He was a twenty four year old Republican from McMinn County. As one of the youngest members of the Tennessee House of Representatives, Burn had opposed the amendment. He wore a red rose on his lapel. This was the symbol of anti suffrage sentiment. It showed his planned vote against ratification. That morning, Burn had received a letter from his mother, Febb Burn. She lived back home in Niota. Mrs. Burn had followed the suffrage debate closely. She held strong opinions about her son's responsibility. Her letter contained a simple but powerful message: ""Dear Son, Hurrah, and vote for suffrage! Don't keep them in doubt. I notice some of the speeches against. They were bitter. I have been watching to see how you stood, but have not noticed anything yet. Don't forget to be a good boy and help Mrs. Catt put the 'rat' in ratification."" The reference to Carrie Chapman Catt showed Mrs. Burn's deep knowledge of the movement. Catt was a prominent suffrage leader. Mrs. Burn's playful wordplay about putting the ""rat"" in ratification showed both her wit and her serious commitment to the cause. As the roll call began, tension filled the chamber. When the clerk called ""Burn,"" the young legislator stood. The red rose still decorated his jacket. But his voice carried unexpected words: ""I vote aye."" Gasps echoed through the gallery. Spectators realized what had happened. Harry Burn had broken the deadlock with a single, decisive vote. The final count showed fifty votes in favor and forty nine against ratification. Tennessee became the thirty sixth state to approve the 19th Amendment. This provided the necessary majority for it to become part of the Constitution. Within days, Secretary of State Bainbridge Colby certified the amendment. This officially granted American women the right to vote. Burn's decision sparked immediate controversy. Anti suffrage legislators accused him of betrayal. Suffrage supporters celebrated his courage. The young legislator later explained his reasoning: ""I know that a mother's advice is always safest for her boy to follow, and my mother wanted me to vote for ratification."" This single vote transformed American democracy. The 19th Amendment gave voting rights to about twenty six million women. It doubled the eligible voting population overnight. Harry Burn's willingness to reconsider his position showed how individual conscience could reshape history. The letter from Febb Burn represents more than maternal guidance. It embodies the determination of countless women who fought for political equality. Through one young legislator's change of heart, their decades of struggle finally achieved victory.",8
fdc0e5b2-d5ac-11ea-8a97-fdfeebb439f1,MVP (Part 3),"Four minutes It happened fast. Cole was on the floor holding his ankle, his face twisted with pain. Coach Sanchez was there in a second. ""We'll put some ice on it,"" he said. ""You're done playing."" Cole nodded, then Coach helped him to the bench. Everyone cheered for Cole, and I felt my heart hammer in my ears. Now I was going to be the MVP without a doubt. Three minutes We were up by four. Brandon took the ball down and passed it to me. I jumped up to shoot from the side, but suddenly two King players were guarding me instead of one. I lost the ball. The Kings dribbled down and passed the ball to one of their key players. Cole had held him to just four points. Justin, Cole's substitute, couldn't move as fast, and the King player scored. ""You can do it!"" Cole shouted from the bench, but it didn't look good. Every time I got the ball, the Kings double teamed me. Every time I got the ball, the Kings double teamed me. They figured that with Cole gone, they could shut me down and win. Cole had helped divide their attention before, and he'd guarded one of their best shooters. I'd never thought about how much that helped my game. Now we were down by one. Our school had a shot at its first championship, but time was running out. All of a sudden, more than anything, I wanted our team to take home the trophy.",3
414223f0-394e-11ee-865c-bd0d07e05c6e,Aim High (Chapter Four),"Neither Kerry nor Zack could hit the target. ""We will never be superheroes if we cannot hit the target,"" Zack said. Kerry and Zack looked over at the station next to theirs. A teenage girl was shooting. She made three bull's eyes in a row! ""She is awesome!"" Kerry said. ""Did you see those bull's eyes?"" Zack asked. Tia grinned and called to the girl. ""Aliyah, come meet my new students,"" she said. The girl hurried over. Kerry and Zack stood quietly. They did not know what to say. Then Zack asked, ""Are you Brave Bowie?"" ""No,"" the girl laughed. ""My name is Aliyah. I am on the archery team. I have been practicing for years."" Kerry smiled. ""I am Kerry, and this is Zack,"" she said. ""This is our first day here. We cannot even hit the target."" ""It takes practice to become a good archer,"" Aliyah said. ""My first time, I hit everything except the target!""",2
fefab47e-9437-4f0e-bde3-b0f035834ed8,Where Did Everybody Go?,"The ancient Maya were a sophisticated people who built a great civilization. That fact alone is a reason to find them interesting. But one of the most fascinating questions about ancient Maya civilization (two hundred nine hundred CE) is what happened to cause it to end. Archaeologists believe that the Maya left their cities sometime between eight hundred and nine hundred CE. It's possible this event happened over a century or so. Until the 900s, the Maya kept careful historical records. They used their hieroglyphs to carve names and dates on pyramids and temples. Then in the 900s, the writing mysteriously stopped. The temples and pyramids began to fall into disrepair. So what happened? Archaeologists have theories, but they can't find clear proof for any one of them. One theory is that farmers rose up against the priests and nobles. But this raises another question: What happened to the farmers? There is no evidence of a new group of people replacing the previous people in power. Some have guessed that disease greatly reduced the Maya population. But no mass burial grounds have been found. Archaeologists have found signs that some people in this area did die from diseases. However, the greatest number of deaths seem to have occurred after 1500 CE, when the Spanish brought new diseases to the Americas. The early Maya cities were mostly vacant for years before that. Perhaps the Maya suffered famine as a result of heavy rainfall or drought. Some researchers report that they have found scientific evidence of multiple droughts in the area around the time many Maya cities were abandoned. They wonder if clearing the trees to create more land for farming may have led to a decrease in rainfall and a rise in temperatures, worsening the drought. Other researchers disagree. Did disaster strike the Maya? Was there an earthquake? Could invaders have toppled the civilization? Did shifting trade routes affect the lowland Maya rulers and their settlements? It is possible that overland trade routes gave way to more sea based trade routes. This may have occurred because it was more efficient to move goods by sea. Many Maya may have elected to move closer to the sea to escape the drought or to escape growing conflict between the city states. No one knows for sure why the once great Maya cities were abandoned and swallowed up by the rainforest. It could be a combination of the reasons researchers have posed. We know that many centuries ago, the Maya left their cities behind. But the people themselves did not disappear. They relocated to new settlements, often closer to the coast. Today, millions still speak languages related to ancient Mayan. These descendants of the pyramid builders have lived in villages, towns, and cities in southern Mexico, Guatemala, and Honduras for centuries. Some carry on the traditions and lifestyle of their ancestors, while others live a modern lifestyle. Many Maya blend traditional and modern ways of life.",4
e88d81e9-7831-11ea-aee8-99e3c7faeed7,The Emperor Doll (Part 2),"At dinner that evening, her grandmother asked, ""Are you looking forward to the Doll Festival?"" Ayaka squirmed. ""I may be too old for dolls. Let's not unpack them this year."" ""Nonsense,"" said her mother. ""It's tradition,"" said her grandmother. Ayaka had to think of something else. The next morning, her grandmother left to run an errand. Ayaka went into her grandmother's bedroom, got the box from the closet, and opened it. She looked at the doll, and her grandmother's words came back to her: ""It's one of a kind."" Ayaka put glue on the bottom of the emperor's head. She stuck the head on the neck and held it until the glue was dry. But the doll still didn't look right! Ayaka heard the front door open. She placed the doll back in the box and put the box on the shelf. She ran to her room. ""Ayaka, would you please come to the kitchen?"" her grandmother called. ""Yes, Obaachan,"" Ayaka said. Her heart pounded. What now? She found her grandmother sitting at the table with a small box. ""Obaachan, I broke the emperor doll,"" Ayaka blurted. Then she began to sob. ""I'm sorry. I know you loved that doll.""",3
f0fe8180-6db6-11ed-b4b4-7ba5543f2221,Meet Sobek (Chapter 2),"The crocodile god was also incorporated into royal ideology as a helper or even a form of the god Horus, the god of kingship. Sobek could be represented as a crocodile headed man with the pharoah's crown or as a crocodile with a falcon's head. It was Sobek who is credited with assisting Horus' parents, Isis and Ohsiris, at the time of Ohsiris' death and resurrection. After the god Shawn had killed Ohsiris and scattered the pieces of his body into the Nile, Sobek, in his crocodile form, swam in the river, carrying the pieces to shore. Sobek then helped Isis put Ohsiris back together. Sobek also assisted with the birth of Horus. The Egyptians believed that this scene in the myth demonstrated Sobek's role as a protector of the legitimate ruler of Egypt. Later, when the four sons of Horus were born from the Nile on a lotus blossom, Sobek gathered them in a net and pulled them from the water. The Egyptians honored the four sons as the guardians of the organs of mummies. The Egyptians associated Sobek closely with the Nile. According to one version of his tale, his sweat was its source. There was also a large temple complex in his honor at Kom Ombo, a farming town on the Nile far to the south. Travel a bit further south and you reach what is known today as the First Cataract. For the ancient Egyptians, it represented the source of the Nile. In addition, in his role as a river god, Sobek was considered the creator of the world and key to abundant crop harvests.",5
501ba911-2b10-4f33-823f-d476357dfaf7,The Expedition,"President Thomas Jefferson was very interested in discovery. He decided to send an expedition to find the answers to these and many other questions. Jefferson chose his private secretary, Meriwether Lewis, to lead the expedition. Lewis had also served as a captain in the United States Army. He was an experienced explorer. Lewis asked a friend from his army days, William Clark, to lead the expedition with him. Both men were filled with the spirit of adventure. It was a good thing, too, for there was plenty of adventure and danger ahead of them. The two expedition leaders prepared for the long journey. A group of strong men accompanied them on the trip. They brought large amounts of clothing, tools, and medical supplies. They also brought guns. Even though the explorers were bringing several tons of food, they would have to hunt for most of what they would eat. They would also have to protect themselves from any dangers. On their journey, Lewis and Clark would take notes on the landforms, lakes and rivers, plants, animals, and people and villages they encountered. They would collect samples of useful plants, and they would make maps. Lewis and Clark knew they would be meeting and dealing with many groups of Native Americans. They brought along many things to trade and to give as gifts, including two thousand, eight hundred fishhooks and four thousand, six hundred needles, as well as colored beads, silk ribbons, and mirrors. Finally, the group was ready to leave. On a clear morning in May 1804, the Corps of Discovery climbed into their boats on the Missouri River near the town of St. Louis. Besides Lewis and Clark, the Corps of Discovery included soldiers and experienced explorers. There were also interpreters who spoke various Native American languages. One other key person who was part of the expedition was an enslaved man named York. York would become the first African American to cross the continent. The men began their journey and paddled their boats upstream. The group journeyed along the Missouri River, but the trip wasn't easy. They were going upriver on rafts, boats, and canoes. They could not just let the river carry their boats. They had to row and push the boats the entire way. Each day they traveled between ten and twenty miles. After several months, the Corps of Discovery reached what is now North Dakota. They stopped at a village of the Mandan people, a Native American tribe. The Mandan were used to housing the fur traders who came through the area. While the Mandan people welcomed the expedition, not all Native American groups did so. Many were suspicious of their motives. The Corps of Discovery spent the winter in the village. They repaired their equipment and built six new canoes. They also learned all they could from the Mandan people about the land and the other Native American tribes they might meet along the way.",3
